date,value
2025-10-27,1436.1
2025-10-28,1432.5
2025-10-29,1434.3
2025-10-30,1433.0
2025-10-31,1423.2
2025-11-03,1427.4
2025-11-04,1429.0
2025-11-05,1437.7
2025-11-06,1447.0
2025-11-07,1445.6
2025-11-10,1454.0
2025-11-11,1453.7
2025-11-12,1463.2
2025-11-13,1466.4
2025-11-14,1469.5
2025-11-17,1458.5
2025-11-18,1458.3
2025-11-19,1465.2
2025-11-20,1465.0
2025-11-21,1468.4
2025-11-24,1472.0
2025-11-25,1473.5
2025-11-26,1473.5
2025-11-27,1462.7
2025-11-28,1464.8
2025-12-01,1465.9
2025-12-02,1469.1
2025-12-03,1469.6
2025-12-04,1468.7
2025-12-05,1471.5
2025-12-08,1472.1
2025-12-09,1469.0
2025-12-10,1470.4
2025-12-11,1470.4
2025-12-12,1469.5
2025-12-15,1472.5
2025-12-16,1474.1
2025-12-17,1472.4
2025-12-18,1478.6
2025-12-19,1477.2
2025-12-22,1477.8
2025-12-23,1478.9
2025-12-24,1483.4
2025-12-26,1460.6
2025-12-29,1442.3
2025-12-30,1433.9
2025-12-31,1434.9
2026-01-02,1434.9
2026-01-05,1442.1
2026-01-06,1446.8
2026-01-07,1445.7
2026-01-08,1448.3
2026-01-09,1449.4
2026-01-12,1455.7
2026-01-13,1464.1
2026-01-14,1472.8
2026-01-15,1477.5
2026-01-16,1469.7
2026-01-19,1473.5
2026-01-20,1473.6
2026-01-21,1477.0
2026-01-22,1472.8
2026-01-23,1468.4
2026-01-26,1467.2
2026-01-27,1442.8
